abstract	text	label
1708	. biochem biophys res commun.  sep ;():-. p: novel protein associates vesicular stomatitis virus glycoprotein. sevier cs(), machamer ce. author information: ()department cell biology, johns hopkins university school medicine,  north wolfe street, baltimore, maryland , usa. vesicular stomatitis virus glycoprotein (vsv g) model transmembrane glycoprotein extensively used study exocytotic pathway. cytoplasmic domain vsv g contains information several intracellular sorting steps including efficient export er, basolateral delivery, endocytosis. order identify proteins potentially interact polypeptide sorting motifs vsv g tail, carboxy-terminal  amino acids vsv g used bait yeast two-hybrid system. protein identified frequently screen novel protein  kda, p. present work, initial molecular biochemical characterization p described. preliminary evidence suggests p may interact transiently endoplasmic reticulum (er) membranes, thus may affect vsv g cargo movement step er golgi traffic. copyright  academic press. doi: ./bbrc.. pmid:  [indexed medline]	1
1709	. oncogene.  mar ;():-. epub  sep . viral oncoproteins target dna methyltransferases. burgers wa(), blanchon l, pradhan s, de launoit y, kouzarides t, fuks f. author information: ()wellcome trust/cruk gurdon institute, university cambridge, cambridge, uk. small dna tumour viruses evolved number mechanisms drive nondividing cells phase. virally encoded oncoproteins adenovirus ea human papillomavirus (hpv) e bind array cellular proteins override proliferation arrest. dna methyltransferase dnmt major mammalian enzyme responsible maintaining cpg methylation patterns cell following replication. one hallmarks tumour cells disrupted dna methylation patterns, highlighting importance proper regulation dna methyltransferases normal cell proliferation. here, show adenovirus  ea hpv- e associate vitro vivo dna methyltransferase dnmt. consistent interaction, find ea e purify dna methyltransferase activity nuclear extracts. associations direct mediated extreme n-terminus ea cr zinc-finger domain e. furthermore, find point mutant leucine  ea, residue known critical transformation functions, unable bind dnmt dna methyltransferase activity. finally, ea e stimulate methyltransferase activity dnmt vitro. results provide first indication viral oncoproteins bind regulate dnmt enzymatic activity. observations open possibility association may used control cellular proliferation pathways suggest new mechanism small dna tumour viruses steer cells cell cycle. doi: ./sj.onc. pmcid: pmc pmid:  [indexed medline]	1
1710	. j virol.  aug;():-. destabilization retinoblastoma tumor suppressor human papillomavirus type  e sufficient overcome cell cycle arrest human keratinocytes. helt am(), galloway da. author information: ()division human biology, fred hutchinson cancer research center, seattle, washington , usa. e oncoprotein human papillomavirus type  promotes cell proliferation presence antiproliferative signals. mutagenesis e revealed activity requires three regions, conserved regions   c-terminal zinc finger. binding retinoblastoma tumor repressor (rb) lxcxe motif conserved region  necessary, sufficient, e induce proliferation. tested hypothesis binding rb sufficient conserved region  and/or c terminus required e functionally inactivate rb thus induce proliferation. one mechanism proposed e inactivates rb blocking rb-ef binding. either conserved region  c terminus necessary, combination lxcxe motif, e block rb-ef binding vitro. full-length e proteins mutations outside lxcxe motif inhibited rb-ef binding, failed abrogate cell cycle arrest, demonstrating blocking rb-ef binding sufficient abrogating antiproliferative signals. another mechanism proposed e inactivates rb promoting destabilization rb protein. mutations conserved region  lxcxe motif prevented e reducing half-life rb. though specific c-terminal residues e essential destabilizing rb, novel class mutations uncouple destabilization rb deregulation keratinocyte proliferation discovered. destabilization rb correlated abrogation rb-induced quiescence sufficient overriding dna damage-induced cell cycle arrest increasing keratinocyte life span. finally, regions e required destabilizing rb required reducing p p levels. together, results suggest inactivation three rb family members sufficient deregulate keratinocyte cell cycle control. doi: ./jvi...-. pmcid: pmc pmid:  [indexed medline]	1
1711	. virology.  sep;-:-. doi: ./j.virol.... epub  jul . hsv- nucleocapsid egress mediated ul association ul impeded cellular transmembrane protein . guan y(), guo l(), yang e(), liao y(), liu l(), che y(), zhang y(), wang l(), wang j(), li q(). author information: ()department viral immunology, institute medical biology, chinese academy medicine science, peking union medical college, kunming , pr china; yunnan academy tobacco science, kunming, yunnan , pr china. ()department viral immunology, institute medical biology, chinese academy medicine science, peking union medical college, kunming , pr china. ()department viral immunology, institute medical biology, chinese academy medicine science, peking union medical college, kunming , pr china. electronic address: imbcams.lq@gmail.com. hsv- infection, viral ul protein forms complex ul protein cellular nuclear membrane, proteins play important roles envelopment viral nucleocapsids egress cytoplasm. characterize mechanism hsv- nucleocapsid egress, screened host proteins identify proteins interacted ul via yeast two-hybrid analysis. transmembrane protein  (tmem), identified confirmed bind co-localize ul viral infection. studies indicated tmem inhibits hsv- proliferation selectively blocking viral nucleocapsid egress viral assembly process. blockage function tmem mediated impeding formation ul-ul complex due competitive binding ul. collectively, data suggest essentiality ul-ul interaction viral nucleocapsid egress process provide new anti-hsv- strategy viral assembly process nucleocapsid egress. copyright    elsevier inc. rights reserved. doi: ./j.virol... pmid:  [indexed medline]	1
1712	. plos pathog.  mar;():e. doi: ./journal.ppat.. epub  mar . dengue virus co-opts ubr degrade stat antagonize type interferon signaling. morrison j(), laurent-rolle m, maestre am, rajsbaum r, pisanelli g, simon v, mulder lc, fernandez-sesma a, garc a-sastre a. author information: ()department microbiology, icahn school medicine mount sinai, new york, new york, united states america. estimated  million dengue virus (denv) infections occur annually forty percent human population currently risk developing dengue fever (df) dengue hemorrhagic fever (dhf). despite prevalence potential severity df dhf, approved vaccines antiviral therapeutics available. improved understanding denv immune evasion pivotal rational development anti-denv therapeutics. antagonism type interferon (ifn-i) signaling crucial mechanism denv immune evasion. denv ns protein inhibits ifn-i signaling mediating proteasome-dependent stat degradation. proteolytically-processed ns efficiently mediate stat degradation, though unprocessed processed ns bind stat. identify ubr, -kda member n-recognin family, interacting partner denv ns preferentially binds processed ns. results also demonstrate denv ns bridges stat ubr. furthermore, show ubr promotes denv-mediated stat degradation, importantly, ubr necessary efficient viral replication ifn-i competent cells. data underscore importance ns-mediated stat degradation denv replication identify ubr host protein specifically exploited denv inhibit ifn-i signaling via stat degradation. doi: ./journal.ppat. pmcid: pmc pmid:  [indexed medline]	1
1713	. virology.  jan ;():-. actin-binding cellular proteins inside human immunodeficiency virus type . ott de(), coren lv, johnson dg, kane bp, sowder rc nd, kim yd, fisher rj, zhou xz, lu kp, henderson le. author information: ()saic frederick, national cancer institute, frederick, maryland, -, usa. ott@avpvx.ncifcrf.gov host proteins incorporated inside human immunodeficiency virus type  (hiv-) virions. identify cellular proteins inside hiv-, virion preparations treated protease-digestion technique removes external host proteins, allowing study proteins inside virus. treated hiv- preparations analyzed immunoblot, high-pressure liquid chromatography, protein sequence analyses. analyses identified several cellular proteins inside hiv-: elongation factor alpha, glyceraldehyde--phosphate dehydrogenase, hs-, phosphatidylethanolamine-binding protein, pin, lck, nm-h, c-terminal tail cd. several proteins found fragments full-sized proteins appear generated protease treatment virions, hiv- protease, cellular protease. recent advances cell biology biochemistry identified proteins actin-binding proteins. results support hypothesis actin filaments incorporated virion may provide additional clues understanding interaction viral cellular proteins assembly budding. copyright  academic press. doi: ./viro.. pmid:  [indexed medline]	1
1714	. j biol chem.  oct ;():-. doi: ./jbc.m.. epub  aug . characterization influence mediator complex hiv- transcription. ruiz a(), pauls e(), badia r(), riveira-mu oz e(), clotet b(), ballana e(), est  ja(). author information: ()from aids research institute-irsicaixa aids unit, hospital germans trias pujol, universitat aut noma de barcelona,  badalona, spain. ()from aids research institute-irsicaixa aids unit, hospital germans trias pujol, universitat aut noma de barcelona,  badalona, spain jaeste@irsicaixa.es jaeste@yahoo.com. hiv- exploits multiple host proteins infection. sirna-based screenings identified new proteins implicated different pathways viral cycle participate broad range cellular functions. human mediator complex (med) composed  elements represents fundamental component transcription machinery, interacting rna polymerase ii enzyme regulating ability express genes. here, provide evaluation med activity hiv replication. knockdown   human med proteins significantly impaired viral replication without affecting cell viability, including med, med, med, med, med, med, med, med, med. impairment viral replication med subunits post-integration step. inhibition early hiv transcripts observed sirna-mediated knockdown med, med, med, med, med, specifically affecting transcription nascent viral mrna transactivation-responsive element. addition, med med shown special relevance formation unspliced viral transcripts (p < .). knockdown selected med factors compromised hiv transcription induced tat, strongest inhibitory effect shown simed simed cells. co-immunoprecipitation experiments suggested physical interaction med hiv- tat protein. better understanding mechanisms factors controlling hiv- transcription key addressing development new strategies required inhibit hiv replication reactivate hiv- latent reservoirs.    american society biochemistry molecular biology, inc. doi: ./jbc.m. pmcid: pmc pmid:  [indexed medline]	1
1715	. plos pathog.  may ;():e. doi: ./journal.ppat.. ecollection  may. bca/rabring targets hiv- gag lysosomal degradation tetherin-independent manner. nityanandam r(), serra-moreno r(). author information: ()division immunology, new england primate research center, harvard medical school, southborough, massachusetts, united states america. bca (rabring, rnf znf) ring-finger e ubiquitin ligase identified co-factor restriction imposed tetherin/bst hiv-. contrary current model, bca lacks antiviral activity absence tetherin, found bca possesses tetherin-independent antiviral activity. show n-terminus bca physically interacts matrix region hiv- retroviral gag proteins promotes ubiquitination, redistribution endo-lysosomal compartments and, ultimately, lysosomal degradation. targeted depletion bca tetherin-expressing tetherin-deficient cells results significant increase virus release replication, indicating endogenous bca possesses antiviral activity. therefore, results indicate bca functions antiviral factor targets hiv- gag degradation, impairing virus assembly release. doi: ./journal.ppat. pmcid: pmc pmid:  [indexed medline]	1
1716	. j neurovirol.  may;():-. doi: ./. proteoglycan bamacan host cellular ligand vaccinia virus neurovirulence factor nl. mohan kv(), zhang cx, atreya cd. author information: ()division hematology, center biologics evaluation research, food drug administration, bethesda, maryland , usa. krishna.ketha@fda.hhs.gov neurovirulence one pathological complications associated vaccinia virus (vv) infection/vaccination. although viral nl protein identified neurovirulence factor, none host nl-interacting factors identified far. present study, identified nl-interacting proteins screening human brain cdna expression library nl bait protein yeast two-hybrid analysis. analysis revealed nl interacts human brain-originated cellular basement membrane-associated chondroitin sulfate proteoglycan (bamacan). nl-binding domain bamacan mapped c-terminal  amino acids. nl-bamacan interaction confirmed vv-infected nl-transfected mammalian cells. following confirmation protein interactions coimmunoprecipitation experiments, confocal microscopic analysis revealed nl colocalizes bamacan vv-infected b-sc- cells well mice neuronal tissue. furthermore, human neural cell line, expresses bamacan moderately elevated levels relative non-neural cell line, supported enhanced viral growth. overall, studies clearly suggest bamacan interacts vv-nl interactions seem play positive role promoting viral growth perhaps contribute virulence vv neural cells. doi: ./ pmid:  [indexed medline]	1
1717	. j virol.  sep;():-. doi: ./jvi.-. epub  jul . ifit inhibits japanese encephalitis virus replication binding ' capped '-o unmethylated rna. kimura t(), katoh h, kayama h, saiga h, okuyama m, okamoto t, umemoto e, matsuura y, yamamoto m, takeda k. author information: ()department microbiology immunology, graduate school medicine, wpi immunology frontier research center, osaka university, osaka, japan. interferon-inducible protein tetratricopeptide (ifit) family proteins inhibit replication viruses recognizing several types rnas, including '-triphosphate rna ' capped '-o unmethylated mrna. however, remains unclear ifits inhibit replication viruses recognition rna. here, analyzed mechanisms ifit exerts antiviral responses. replication japanese encephalitis virus (jev) '-o methyltransferase (mtase) mutant markedly enhanced mouse embryonic fibroblasts macrophages lacking ifit. ifit bound '-triphosphate rna preferentially associated ' capped '-o unmethylated mrna. ifit inhibited translation mrna thereby restricted replication jev mutated '-o mtase. thus, ifit inhibits replication mtase-defective jev inhibiting mrna translation direct binding mrna ' structures. doi: ./jvi.- pmcid: pmc pmid:  [indexed medline]	1
1718	. proc natl acad sci u a.  sep ;():-. association hiv- tat cellular protein, puralpha, mediated rna. gallia gl(), darbinian n, tretiakova a, ansari sa, rappaport j, brady j, wortman mj, johnson em, khalili k. author information: ()center neurovirology neurooncology, mcp hahnemann university, philadelphia, pa , usa. interaction two regulatory proteins plays crucial role control several biological events, including gene transcription. report, demonstrate interaction cellular sequence-specific single-stranded dna binding protein puralpha hiv type  (hiv-) tat protein mediated specific ribonucleic acids. region tat important interaction puralpha includes region demonstrated bind tat's viral rna target, tar. -nucleotide gc-rich consensus sequence identified rnas associated puralpha derived human u-mg cells plays important role puralpha:tat interaction examined vitro reconstitution assay. furthermore, expression puralpha-associated rna cells enhances transcriptional activation hiv- promoter tat puralpha. doi: ./pnas... pmcid: pmc pmid:  [indexed medline]	1
1719	. j virol.  aug;():-. doi: ./jvi.-. epub  may . cellular gcn novel regulator human adenovirus ea-conserved region  transactivation. ablack jn(), cohen m, thillainadesan g, fonseca gj, pelka p, torchia j, mymryk js. author information: ()department microbiology immunology, university western ontario, london, ontario, canada. largest isoform adenovirus early region (ea) contains unique region termed conserved region  (cr). region activates viral gene expression recruiting cellular transcription machinery early viral promoters. recent studies suggested optimal level ea-dependent transactivation required human adenovirus (had) infection may achieved via functional cross talk n termini ea cr. n terminus ea binds gcn, cellular lysine acetyltransferase (kat). identified second independent interaction ea gcn mediated cr, requires residues   ea. gcn recruited viral genome infection ea-dependent manner, required gcn interaction sites ea. ectopic expression gcn repressed transactivation ea cr full-length ea. contrast, rna interference (rnai) depletion gcn treatment kat inhibitor cyclopentylidene-[-('-chlorophenyl)thiazol--yl]hydrazone (cpth) resulted increased ea cr transactivation. moreover, activation adenovirus e promoter ea increased infection homozygous gcn kat-defective (hat/hat) mouse embryonic fibroblasts (mefs) compared wild-type control mefs. enhanced histone h k/k acetylation viral e promoter required newly identified binding site gcn within cr correlated repression reduced occupancy phosphorylated rna polymerase ii. treatment cpth infection also reduced virus yield. data identify gcn new negative regulator transactivation ea suggest kat activity required optimal virus replication. doi: ./jvi.- pmcid: pmc pmid:  [indexed medline]	1
1720	. virology.  feb ;():-. epub  sep . analysis roles e binding etp nuclear localization human papillomavirus type  life cycle. lee c(), wooldridge tr, laimins la. author information: ()department microbiology-immunology, feinberg school medicine, northwestern university,  e. chicago street, chicago, il , usa. e oncoproteins high-risk human papillomaviruses provide important functions malignant transformation also productive viral life cycle. e proteins shown bind number cellular factors, limited number analyses investigated effects interactions viral life cycle. study, investigated consequences hpv  e binding etp, putative rap gap protein. hpv  e shown bind well induce rapid turnover etp, similar effects observed hpv  e. mutation amino acid  hpv  e found abrogate ability bind degrade etp alter binding another alpha-helical domain protein, eap. hpv  genomes containing mutations amino acid  transfected human keratinocytes, viral dnas stably maintained episomes indicating importance residue pathogenesis. many e binding partners including etp cytoplasmic proteins, e also reported localized nucleus. therefore investigated importance e localization nucleus viral life cycle. using fusion e green fluorescent protein, mapped one component nuclear localization sequences residues   hpv  e. mutation residues context hpv  genome abrogated ability episomes stably maintained impaired ability extend life span cells. studies identify two activities hpv  e important function viral life cycle extension cell life span. doi: ./j.virol... pmid:  [indexed medline]	1
1721	. j virol.  jun;():-. epithelial cell adhesion extracellular matrix proteins induces tyrosine phosphorylation epstein-barr virus latent membrane protein : role c-terminal src kinase. scholle f(), longnecker r, raab-traub n. author information: ()department microbiology immunology, university north carolina chapel hill, chapel hill, north carolina -, usa. epstein-barr virus (ebv) latent membrane protein  (lmp) expressed latently ebv-infected b cells, forms patches plasma membrane interferes b-cell receptor signal transduction dominant-negative effects protein kinases. lmp transcripts detected nasopharyngeal carcinoma, epithelial-cell malignancy. study function lmpa epithelial cells investigated. lmpa found coprecipitate protein kinase activities become phosphorylated vitro kinase assays. analysis lmpa deletion mutants demonstrated tyrosines implicated interacting src family kinase sh domains sh domain csk, well lmpa immunoreceptor tyrosine-based activation motif, important phosphorylation epithelial cells. lmpa tyrosine phosphorylation triggered cell adhesion extracellular-matrix (ecm) proteins. src family kinases, whose involvement cell-ecm signaling lmpa phosphorylation b lymphocytes well established, found responsible lmpa phosphorylation epithelial cells. instead, coexpression csk, negative src regulator, lmpa led increase lmpa phosphorylation nonadherent cells upon cell adhesion. csk also phosphorylated lmpa vitro. results suggest lmpa different role epithelial cells, interacts cell adhesion-initiated signaling pathways. although tyrosine phosphorylation lmpa occurs cell types, different protein kinases seem used: src family kinases b lymphocytes csk epithelial cells. doi: ./jvi...-. pmcid: pmc pmid:  [indexed medline]	1
1722	. j virol.  apr;():-. human papillomavirus type  e protein binds cellular pdz protein tip-/gipc, involved transforming growth factor beta signaling triggers degradation proteasome. favre-bonvin a(), reynaud c, kretz-remy c, jalinot p. author information: ()laboratoire de biologie mol culaire de la cellule, cnrs umr , ecole normale sup rieure de lyon, lyon, france. several viral proteins expressed dna rna transforming viruses particular property binding via c-terminal end various cellular proteins pdz domains. study focused pdz protein tip-/gipc, originally identified two-hybrid screens performed two different baits: human t-cell leukemia virus type  tax oncoprotein regulator g signaling rgs-gaip. studies shown tip-/gipc also able associate cytoplasmic domains various transmembrane proteins. report show tip-/gipc interacts e protein human papillomavirus type  (hpv-). event triggers polyubiquitination proteasome-mediated degradation cellular protein. agreement observation, silencing e rna interference hela cells causes increase intracellular tip-/gipc level. pdz protein previously found involved transforming growth factor beta (tgf-beta) signaling favoring expression tgf-beta type iii receptor cell membrane. line activity tip-/gipc, observed depletion protein hela cells hampers induction id gene tgf-beta treatment also diminishes antiproliferative effect cytokine. conversely, silencing e increases expression id blocks proliferation hela cells. results support notion hpv- e renders cells less sensitive cytostatic effect tgf-beta lowering intracellular amount tip-/gipc. doi: ./jvi...-. pmcid: pmc pmid:  [indexed medline]	1
1723	. proc natl acad sci u a.  oct ;():-. epub  oct . herpes simplex virus-infected cell protein  blocks silencing viral dna dissociating histone deacetylases corest-rest complex. gu h(), roizman b. author information: ()marjorie b. kovler viral oncology laboratories, university chicago,  east th street, chicago, il , usa. preeminent phenotype infected cell protein  (icp) herpes simplex virus  (hsv-) acts promiscuous transactivator. cell lines exposed deltaicp mutant virus low ratios virus per cell infection, alpha genes expressed transition beta gamma gene expression ensue, enhanced inhibitors histone deacetylases (hdacs). earlier studies shown icp interacts corest displaces hdac corest-rest-hdac/ complex. hdac corest independently translocated cytoplasm. here, test hypothesis icp blocks silencing hsv dna displacing hdac corest-rest complex. specifically, first, mapping studies led us construct truncated corest (corest(-)) transfected cells displaced hdac corest-rest complex. second, constructed two viruses. bacs encoding entire hsv-, replaced gene encoding icp ampr yield deltaicp mutant r. also replaced icp corest(-) yield recombinant r. yield r mutant virus vero, hep-, human embryonic lung cells exposed . pfu virus per cell -, -, -fold higher, respectively, r mutant virus. vero cells, yield r identical wild-type virus. conclude corest(-) functionally replaced icp that, extension, icp acts block silencing viral dna displacing hdac/ corest-rest complex. doi: ./pnas. pmcid: pmc pmid:  [indexed medline]	1
1724	. glycobiology.  mar;():-. doi: ./glycob/cwn. epub  dec . human noroviruses recognize sialyl lewis x neoglycoprotein. rydell ge(), nilsson j, rodriguez-diaz j, ruvo n-clouet n, svensson l, le pendu j, larson g. author information: ()department clinical chemistry transfusion medicine, sahlgrenska university hospital, g teborg, sweden. carbohydrate binding characteristics norovirus gii. (chron) gii. (dijon) strain investigated using virus-like particles (vlps) saliva samples  individuals genotyped fut (secretor) fut (lewis) phenotyped abo lewis blood groups. two vlps showed typical secretor-gene-dependent binding bound significantly stronger saliva a, b, ab individuals (p < . p < .) bind samples secretor-negative individuals. gii. strain showed larger interindividual variation bound stronger saliva b a() secretors (p < .). assaying binding neoglycoproteins, gii. gii. strains compared norwalk gi. prototype strain. although three strains bound lewis b (and h type  chain) glycoconjugates, two gii strains showed additional binding sialyl lewis x. novel binding specific since vlps bind structural analogs, e.g., lewis x sialyl lewis a, sialyl lewis x, sialyl dilewis x sialylated type  chain conjugates. inhibition experiments, sialyl lewis x conjugate potent inhibitor. minimal requirement potential receptor structure neuac alpha gal beta (fuc alpha )glcnac beta gal beta- fuc absolutely necessary binding. study shows human norovirus gii strains least two binding specificities: one secretor-gene-dependent related alpha,-fucosylated carbohydrates another related alpha,-sialylated carbohydrates type  chain, e.g., sialyl lewis x. doi: ./glycob/cwn pmid:  [indexed medline]	1
1725	. plos pathog.  dec ;():e. doi: ./journal.ppat.. structural basis apoptosis inhibition epstein-barr virus bhrf. kvansakul m(), wei ah, fletcher ji, willis sn, chen l, roberts aw, huang dc, colman pm. author information: ()the walter eliza hall institute medical research, parkville, victoria, australia. epstein-barr virus (ebv) associated human malignancies, especially affecting b cell compartment burkitt lymphoma. virally encoded homolog mammalian pro-survival protein bcl-, bhrf contributes viral infectivity lymphomagenesis. addition pro-apoptotic bh-only protein bim, key target lymphoid cells, bhrf also binds selective sub-set pro-apoptotic proteins (bid, puma, bak) expressed host cells. consequence bhrf expression marked resistance range cytotoxic agents particular, show expression renders mouse model burkitt lymphoma untreatable. current small organic antagonists bcl- target bhrf, structures complex bim bak shown useful guide efforts target bhrf ebv-associated malignancies, usually associated poor clinical outcomes. doi: ./journal.ppat. pmcid: pmc pmid:  [indexed medline]	1
1726	. plos pathog.  sep ;():e. doi: ./journal.ppat.. ecollection  sep. delineation interfaces human alpha-defensins critical human adenovirus human papillomavirus inhibition. tenge vr(), gounder ap(), wiens me(), lu w(), smith jg(). author information: ()department microbiology, university washington, seattle, washington, united states america. ()institute human virology department biochemistry molecular biology, university maryland school medicine, baltimore, maryland, united states america. human  -defensins potent anti-microbial peptides ability neutralize bacterial viral targets. single alanine mutagenesis used identify determinants anti-bacterial activity binding bacterial proteins anthrax lethal factor. similar analyses  -defensin interactions non-enveloped viruses limited. used comprehensive set human  -defensin  (hd) human neutrophil peptide  (hnp) alanine scan mutants combination binding neutralization assays human adenovirus (adv) human papillomavirus (hpv). identified core critical hydrophobic residues common determinants virus-defensin interactions analyzed, specificity viral recognition conferred specific surface-exposed charged residues. hydrophobic residues serve multiple roles maintaining tertiary quaternary structure defensins well forming interface virus binding. many important solvent-exposed residues hd group together form critical surface. however, single discrete binding face identified hnp. lieu whole adv, used recombinant capsid subunit comprised penton base fiber quantitative binding studies determined anti-viral potency hd function stoichiometry rather affinity. studies support mechanism  -defensins depend hydrophobic charge-charge interactions bind high copy number non-enveloped viruses neutralize infection provide insight properties guide  -defensin anti-viral activity. doi: ./journal.ppat. pmcid: pmc pmid:  [indexed medline]	1
1727	. j virol.  jun;():-. regulation ebna epstein-barr virus protein serine phosphorylation arginine methylation. shire k(), kapoor p, jiang k, hing mn, sivachandran n, nguyen t, frappier l. author information: ()department medical genetics microbiology, university toronto,  kings college circle, toronto, ontario, canada ms a. epstein-barr virus (ebv) ebna protein important replication mitotic segregation ebv genomes latently infected cells also activates transcription viral latency genes. gly-arg-rich region amino acids   required segregation transcriptional activation functions ebna. show region modified arginine methylation serine phosphorylation. mutagenesis four potentially phosphorylated serines region indicated phosphorylation multiple serines contributes efficient segregation ebv-based plasmids ebna, least part increasing ebna binding hebp. ebna also found bind arginine methyltransferases prmt prmt. multiple arginines - region methylated vitro prmt prmt, n-terminal gly-arg-rich region amino acids  . ebna also shown methylated vivo, predominantly - region. treatment cells methylation inhibitor down-regulation prmt altered ebna localization, resulting formation ebna rings around nucleoli. results indicate ebna function influenced serine phosphorylation arginine methylation. doi: ./jvi.- pmcid: pmc pmid:  [indexed medline]	1
1728	. j biol chem.  may ;():-. doi: ./jbc.m. epub  mar . inhibition sphingosine kinase bovine viral diarrhea virus ns crucial efficient viral replication cytopathogenesis. yamane d(), zahoor ma, mohamed ym, azab w, kato k, tohya y, akashi h. author information: ()department veterinary microbiology, graduate school agricultural life sciences, university tokyo, -- yayoi, bunkyo-ku, tokyo -, japan. sphingosine -phosphate (sp) bioactive sphingolipid implicated diverse cellular functions including survival, proliferation, tumorigenesis, inflammation, immunity. sphingosine kinase (sphk) contributes functions converting sphingosine sp. report nonstructural protein ns bovine viral diarrhea virus (bvdv), close relative hepatitis c virus (hcv), binds inhibits catalytic activity sphk independently serine protease activity, whereas hcv ns affect sphk activity. uncleaved ns- bvdv also found interact inhibit sphk. suspect inhibition sphk activity bvdv ns ns- may benefit viral replication, sphk inhibition small interfering rna, chemical inhibitor, overexpression catalytically inactive sphk results enhanced viral replication, although mechanisms sphk inhibition leads enhanced viral replication remain unknown. role sphk inhibition viral cytopathogenesis also suggested overexpression sphk significantly attenuates induction apoptosis cells infected cytopathogenic bvdv. findings suggest sphk targeted virus regulate catalytic activity. doi: ./jbc.m pmcid: pmc pmid:  [indexed medline]	1
1729	. j cell biol.  mar ;():-. ubinuclein, novel nuclear protein interacting cellular viral transcription factors. aho s(), buisson m, pajunen t, ryoo yw, giot jf, gruffat h, sergeant a, uitto j. author information: ()department dermatology, jefferson medical college, jefferson institute molecular medicine, thomas jefferson university, philadelphia, pennsylvania , usa. sirpa@aho@mail.tju.edu major target tissues epstein-barr virus (ebv) infection b lymphocytes epithelial cells oropharyngeal zone. product ebv bzlf early gene, eb, member basic leucine-zipper family transcription factors, interacts viral cellular promoters transcription factors, modulating reactivation latent ebv infection. here, characterize novel cellular protein interacting basic domains eb c-jun, competing binding ap consensus site. transcript present wide variety human adult, fetal, tumor tissues, protein detected nuclei throughout human epidermis either grainy punctuate nuclear staining cultured keratinocytes. overexpression tagged cdna constructs keratinocytes revealed nh() terminus essential nuclear localization, central domain responsible interaction eb phenotype transfected keratinocytes similar terminal differentiation. gene identified tail-to-tail orientation periplakin gene (ppl) human chromosome p. syntenic region mouse chromosome . designated novel ubiquitously expressed nuclear protein ubinuclein corresponding gene ubn. doi: ./jcb... pmcid: pmc pmid:  [indexed medline]	1
1730	. j virol.  jul;():-. doi: ./jvi.-. epub  may . cdk, new potential human immunodeficiency virus type  inhibitory factor regulating viral mrna splicing. berro r(), pedati c, kehn-hall k, wu w, klase z, even y, genevi re am, ammosova t, nekhai s, kashanchi f. author information: ()department biochemistry microbiology, george washington university medical center,  st. nw, washington, dc , usa. human immunodeficiency virus type  (hiv-) tat -kda viral protein acts potent transactivator binding transactivation-responsive region, structured rna element located ' end hiv- transcripts. tat transactivates viral gene expression inducing phosphorylation c-terminal domain rna polymerase ii several tat-activated kinases recruiting chromatin-remodeling complexes histone-modifying enzymes hiv- long terminal repeat. histone acetyltransferases, including p hgcn, acetylate histones also acetylate tat lysine positions   arginine-rich motif. acetylated tat positions   interacts specialized protein module, bromodomain, recruits novel factors particular domain, p/caf swi/snf. addition effect transcription, tat shown involved splicing. study, demonstrate tat interacts cyclin-dependent kinase  (cdk) vivo vitro. also found cdk increases hiv- mrna splicing favors production doubly spliced protein nef. addition, demonstrate cdk acts possible restriction factor, overexpression decreases production viral proteins gag env subsequently suppresses virus production. using small interfering rna cdk, show silencing cdk leads significant increase virus production. finally, demonstrate cdk mediates effect splicing phosphorylation asf/sf. doi: ./jvi.- pmcid: pmc pmid:  [indexed medline]	1
1731	. nat immunol.  sep ;():-. doi: ./ni.. helicase ddx senses intracellular dna mediated adaptor sting dendritic cells. zhang z(), yuan b, bao m, lu n, kim t, liu yj. author information: ()department immunology, center cancer immunology research, university texas md anderson cancer center, houston, texas, usa. erratum nat immunol.  feb;():. comment nat immunol.  oct;():-. recognition pathogenic dna important initiation antiviral responses. report identification ddx, member dexdc family helicases, intracellular dna sensor myeloid dendritic cells (mdcs). knockdown ddx expression short hairpin rna blocked ability mdcs mount type interferon cytokine responses dna dna viruses. overexpression ddx membrane-associated adaptor sting together synergistic effect promoting ifnb promoter activity. ddx bound dna sting localized together sting cytosol. knockdown ddx expression blocked activation mitogen-activated protein kinase tbk transcription factors nf- b irf b-form dna. results suggest ddx additional dna sensor depends sting sense pathogenic dna. doi: ./ni. pmcid: pmc pmid:  [indexed medline]	1
